AEBODSYS,AETERM,col1,param,value,col2,AETERM_ORD,AEBODSYS_ORD
INSOMNIA,PSYCHIATRIC DISORDERS,Placebo,distinct_n,2,n_pct,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Placebo,distinct_pct,0.02898550724637681,n_pct,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Placebo,n,3,n_aes,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_n,2,n_pct,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_pct,0.02857142857142857,n_pct,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Xanomeline High Dose,n,2,n_aes,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,17,11
INSOMNIA,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,n,0,n_aes,17,11
IRRITABILITY,PSYCHIATRIC DISORDERS,Placebo,distinct_n,1,n_pct,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Placebo,n,2,n_aes,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Xanomeline High Dose,n,0,n_aes,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,17,12
IRRITABILITY,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,n,1,n_aes,17,12
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Placebo,distinct_n,0,n_pct,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Placebo,distinct_pct,0,n_pct,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Placebo,n,0,n_aes,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Xanomeline High Dose,n,1,n_aes,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,17,13
LIBIDO DECREASED,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,n,0,n_aes,17,13
LISTLESS,PSYCHIATRIC DISORDERS,Placebo,distinct_n,0,n_pct,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Placebo,distinct_pct,0,n_pct,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Placebo,n,0,n_aes,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Xanomeline High Dose,n,1,n_aes,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,17,14
LISTLESS,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,n,0,n_aes,17,14
NIGHTMARE,PSYCHIATRIC DISORDERS,Placebo,distinct_n,0,n_pct,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Placebo,distinct_pct,0,n_pct,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Placebo,n,0,n_aes,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Xanomeline High Dose,n,1,n_aes,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,17,15
NIGHTMARE,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,n,0,n_aes,17,15
RESTLESSNESS,PSYCHIATRIC DISORDERS,Placebo,distinct_n,0,n_pct,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Placebo,distinct_pct,0,n_pct,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Placebo,n,0,n_aes,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Xanomeline High Dose,n,0,n_aes,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,17,17
RESTLESSNESS,PSYCHIATRIC DISORDERS,Xanomeline Low Dose,n,2,n_aes,17,17
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Placebo,distinct_n,4,n_pct,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0.05797101449275362,n_pct,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Placebo,n,5,n_aes,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,3,n_pct,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0.04285714285714286,n_pct,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,4,n_aes,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,4,n_pct,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0.04651162790697674,n_pct,18,8
RENAL AND URINARY DISORDERS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,4,n_aes,18,8
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Placebo,distinct_n,0,n_pct,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0,n_pct,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Placebo,n,0,n_aes,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,1,n_aes,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,18,1
CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,0,n_aes,18,1
DYSURIA,RENAL AND URINARY DISORDERS,Placebo,distinct_n,1,n_pct,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Placebo,n,1,n_aes,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,0,n_aes,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,18,2
DYSURIA,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,1,n_aes,18,2
ENURESIS,RENAL AND URINARY DISORDERS,Placebo,distinct_n,0,n_pct,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0,n_pct,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Placebo,n,0,n_aes,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,0,n_aes,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,18,3
ENURESIS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,1,n_aes,18,3
INCONTINENCE,RENAL AND URINARY DISORDERS,Placebo,distinct_n,0,n_pct,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0,n_pct,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Placebo,n,0,n_aes,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,0,n_aes,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,18,4
INCONTINENCE,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,1,n_aes,18,4
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Placebo,distinct_n,1,n_pct,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Placebo,n,1,n_aes,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,2,n_aes,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,18,5
MICTURITION URGENCY,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,1,n_aes,18,5
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Placebo,distinct_n,1,n_pct,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Placebo,n,1,n_aes,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,1,n_aes,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,18,6
NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,0,n_aes,18,6
POLLAKIURIA,RENAL AND URINARY DISORDERS,Placebo,distinct_n,1,n_pct,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Placebo,n,2,n_aes,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Xanomeline High Dose,n,0,n_aes,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,18,7
POLLAKIURIA,RENAL AND URINARY DISORDERS,Xanomeline Low Dose,n,0,n_aes,18,7
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,distinct_n,2,n_pct,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,distinct_pct,0.02898550724637681,n_pct,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,n,4,n_aes,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,n,1,n_aes,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,19,3
REPRODUCTIVE SYSTEM AND BREAST DISORDERS,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,n,0,n_aes,19,3
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,distinct_n,1,n_pct,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,n,2,n_aes,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,n,1,n_aes,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,19,1
BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,n,0,n_aes,19,1
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,distinct_n,1,n_pct,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Placebo,n,2,n_aes,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline High Dose,n,0,n_aes,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,19,2
PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,Xanomeline Low Dose,n,0,n_aes,19,2
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,10,n_pct,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0.14492753623188406,n_pct,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,15,n_aes,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,10,n_pct,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0.14285714285714285,n_pct,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,22,n_aes,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_n,10,n_pct,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_pct,0.11627906976744186,n_pct,20,15
"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,n,16,n_aes,20,15
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,0,n_pct,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0,n_pct,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,0,n_aes,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,1,n_pct,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,1,n_aes,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_n,0,n_pct,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_pct,0,n_pct,20,1
ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,n,0,n_aes,20,1
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,3,n_pct,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0.04347826086956521,n_pct,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,4,n_aes,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,5,n_pct,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0.07142857142857142,n_pct,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,7,n_aes,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_n,6,n_pct,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_pct,0.06976744186046512,n_pct,20,2
COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,n,9,n_aes,20,2
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,0,n_pct,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0,n_pct,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,0,n_aes,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,0,n_pct,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0,n_pct,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,0,n_aes,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_n,1,n_pct,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,20,3
DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,n,1,n_aes,20,3
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,1,n_pct,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0.0144927536231884,n_pct,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,1,n_aes,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,1,n_pct,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,1,n_aes,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_n,1,n_pct,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,20,4
DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,n,1,n_aes,20,4
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,1,n_pct,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0.0144927536231884,n_pct,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,1,n_aes,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,0,n_pct,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0,n_pct,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,0,n_aes,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_n,0,n_pct,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_pct,0,n_pct,20,5
EMPHYSEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,n,0,n_aes,20,5
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,0,n_pct,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0,n_pct,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,0,n_aes,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,2,n_pct,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0.02857142857142857,n_pct,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,2,n_aes,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_n,1,n_pct,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,20,6
EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline Low Dose,n,1,n_aes,20,6
HAEMOPTYSIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_n,1,n_pct,20,7
HAEMOPTYSIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,distinct_pct,0.0144927536231884,n_pct,20,7
HAEMOPTYSIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Placebo,n,2,n_aes,20,7
HAEMOPTYSIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_n,0,n_pct,20,7
HAEMOPTYSIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,distinct_pct,0,n_pct,20,7
HAEMOPTYSIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",Xanomeline High Dose,n,0,n_aes,20,7
